movieId,keywords
346,"guitar red-light district stuart sutcliffe boyfriend girlfriend relationship river elbe hamburg, germany photo reeperbahn"
347,marriage crisis married couple eroticism cruise wheelchair longing paralysis sadomasochism voyeurism
348,new york city female lover talent mafia boss author playwright broadway nostalgic 1920s compulsive eating
349,"sniper central intelligence agency (cia) helicopter assassination usa president based on novel or book ambush espionage politics drug trafficking mercenary coast guard car bomb caravan sequel cali colombia covert operation drug cartel shootout explosion jack ryan dea agent ex military political thriller political cover-up bogota, colombia intelligence service cia analyst fbi director panama city, panama"
350,suicide sibling relationship brother gangster investigation witness protection principal witness  search for witnesses lawyer anxious legal thriller intense admiring appreciative sceptical sympathetic
351,daughter friendship loss of loved one mute housekeeper xenophobia woman director amused
352,"1970s jazz singer or musician dysfunctional family teacher urban parenthood brooklyn, new york city semi autobiographical street kid euphoric"
353,"martial arts superhero supernatural halloween crow based on comic revenge arson vigilante tragic hero back from the dead sadist detroit, michigan gothic urban setting aggressive neo-noir urban gothic supernatural power vigilante justice good versus evil horror bold straightforward"
354,sports baseball georgia biography historical figure baseball player baseball hall of fame lake tahoe
355,friendship plan jealousy manager adoption bad mother-in-law family's daily life stone age based on cartoon prehistory best friend dinosaur cavemen
356,"new year's eve vietnam war vietnam veteran mentally disabled friendship usa president washington dc, usa post-traumatic stress disorder (ptsd) waitress based on novel or book hippie single parent parent child relationship optimism 1970s drug addiction autism alabama black panther party bus stop family relationships chameleon single mother military anti war protest 1960s college american football mother son relationship america hilarious whimsical comforting feel-good réveillon"
357,friendship marriage proposal love of one's life england wedding vows funeral upper class love at first sight yuppie marriage lone wolf snob witness bride bridegroom bridesmaid clumsy fellow fear of commitment unrequited love wedding thirty something group of friends best man rich man commitment issues
358,race politics college racism date rape athletic scholarship black militant resentment school shooting lesbian
359,puerto rico love jail theft woman director
360,newspaper romcom adversary rivalry reporter urban setting opposites attract experience
361,new york city waitress court case greed diner based on true story cop fame news reporter newspaper article marital discord lottery ticket winning lottery new-found fame man of his word romantic comforting
362,tiger feral child jungle bear falling in love
363,nazi propaganda artists' life
364,father murder loss of loved one africa lion cartoon manipulation villain redemption musical uncle coming of age murder warthog shaman king scar family hyena meerkat nature mandrill inspirational
